Name,State,Status,Provisioned Space,Used Space,Host CPU,Host Mem,Guest Mem - %,Host,Guest OS,DNS Name,Notes
TSTBCKCFGAPP02,Powered On,Normal,33.64  GB,33.64  GB,207,3616,5,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),TSTBCKCFGAPP02.adcfs.capita.co.uk,
tstbckcopapp01,Powered On,Normal,52.8  GB,45.09  GB,920,2105,15,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),tstbckcopapp01.adcfs.capita.co.uk,
tstbckcowapp01,Powered On,Normal,32.11  GB,17.77  GB,92,2068,4,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),tstbckcowapp01.adcfs.capita.co.uk,
tstbckcowapp02,Powered On,Normal,31.11  GB,20.28  GB,46,1047,13,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),tstbckcowapp02.adcfs.capita.co.uk,
TSTBCKITDAPP01,Powered On,Normal,56.11  GB,29.59  GB,69,6193,5,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),TSTBCKITDAPP01,
TSTBCKITIAPP01,Powered On,Normal,52.11  GB,26.05  GB,207,2044,32,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),TSTBCKITIAPP01.adcfs.capita.co.uk,
TSTBCKITIAPP03,Powered On,Normal,44.16  GB,44.16  GB,23,1587,0,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2016 (64-bit),TSTBCKITIAPP03,
tstbckitisql01,Powered On,Normal,124.11  GB,65.11  GB,230,4121,5,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),tstbckitisql01.adcfs.capita.co.uk,
TSTBCKLPRAPP01,Powered Off,Normal,41.81  GB,24.84  GB,0,0,0,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),,F1103766
tstbckoradb01,Powered On,Normal,979.13  GB,954.08  GB,634,14417,10,cfsbckoraesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),tstbckoradb01.adcfs.capita.co.uk,
TSTBCKPANAPP01,Powered On,Normal,106.22  GB,35.55  GB,46,6214,5,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTBCKPANAPP01.adcfs.capita.co.uk,
TSTBCKPANWEB01,Powered On,Normal,116.22  GB,61.95  GB,184,6219,5,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTBCKPANWEB01.adcfs.capita.co.uk,
TSTBCKPSMBIZ01,Powered On,Normal,84.12  GB,68.1  GB,229,4138,17,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTBCKPSMBIZ01.adcfs.capita.co.uk,
TSTBCKPSMBIZ02,Powered On,Normal,101.13  GB,101.13  GB,114,4109,6,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTBCKPSMBIZ02.adcfs.capita.co.uk,
TSTBCKPSMBIZ03,Powered On,Normal,126.13  GB,126.13  GB,45,4093,3,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTBCKPSMBIZ03.adcfs.capita.co.uk,
TSTBCKPSMCTX01,Powered On,Normal,64.11  GB,34.58  GB,91,3486,6,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),tstbckpsmctx01,
TSTBCKPSMGSP01,Powered On,Normal,92.11  GB,70.62  GB,22,2055,6,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),tstbckpsmgsp01.GSPPRI.Capita.co.uk,
TSTBCKPSMGSP02,Powered On,Normal,31.11  GB,22.21  GB,22,1045,18,cfsbckpsmesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),TSTBCKPSMGSP02.GSPPRI.Capita.co.uk,
TSTBCKPSMGSP03,Powered On,Normal,61.11  GB,18.09  GB,22,1049,5,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),TSTBCKPSMGSP03.GSPPRI.Capita.co.uk,
TSTBCKPSMORA02,Powered On,Normal,1.39  TB,1.39  TB,2198,16487,9,cfsbckoraesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),tstbckpsmora02.prism.capita.co.uk,
TSTBCKPSMREU01,Powered On,Normal,108.13  GB,50.46  GB,252,8249,8,cfsbckpsmesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTBCKPSMREU01.adcfs.capita.co.uk,
TSTBCKPSMSQL01,Powered On,Normal,104.12  GB,92.9  GB,666,4133,20,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTBCKPSMSQL01.adcfs.capita.co.uk,
TSTBCKPSMSQL02,Powered On,Normal,131.13  GB,131.13  GB,206,4063,13,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTBCKPSMSQL02.adcfs.capita.co.uk,
TSTBCKPSMSQL03,Powered On,Normal,131.13  GB,131.13  GB,45,4070,8,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTBCKPSMSQL03.adcfs.capita.co.uk,
TSTBCKSPSAPP01,Powered On,Normal,34.11  GB,30.06  GB,92,4099,6,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),tstbckspsapp01.adcfs.capita.co.uk,
TSTBCKSPSSQL01,Powered On,Normal,62.21  GB,49.88  GB,92,2072,11,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),TSTBCKSPSSQL01.adcfs.capita.co.uk,
TSTBCKSQLAPP01,Powered On,Normal,114.11  GB,79.21  GB,644,4128,6,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 (32-bit),tstbcksqlapp01.adcfs.capita.co.uk,
TSTBCKTFSSQL01,Powered On,Normal,198.11  GB,67.67  GB,552,8251,4,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTBCKTFSSQL01.adcfs.capita.co.uk,
TSTBCKUVSAPP01,Powered On,Normal,58.62  GB,58.6  GB,1817,3108,19,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),TSTBCKUVSAPP01.adcfs.capita.co.uk,
TSTLDSCFGWEB01,Powered On,Alert,51.22  GB,51.22  GB,96,889,12,cfsldsesxapp03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),TSTLDSCFGWEB01.adcfs.capita.co.uk,
tstpsmdmgapp01,Powered On,Normal,62.12  GB,47.24  GB,22,2081,20,cfsbckpsmesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),tstpsmdmgapp01.prism.capita.co.uk,
TSTPSMGSPAPP01,Powered On,Normal,52.12  GB,45.88  GB,22,2081,10,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTPSMGSPAPP01.prism.capita.co.uk,
TSTPSMSHSAPP01,Powered On,Normal,74.8  GB,70.84  GB,114,4201,15,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 (64-bit),TSTPSMSHSAPP01.prism.capita.co.uk,
TSTPSMSS1APP01,Powered On,Normal,69.13  GB,37.69  GB,114,4110,13,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTPSMSS1APP01.prism.capita.co.uk,
TSTPSMSS1APP01_OLD,Powered Off,Normal,69.21  GB,64.99  GB,0,0,0,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 (64-bit),TSTPSMSS1APP01.prism.capita.co.uk,
TSTPSMSS1APP02,Powered On,Normal,44.26  GB,43.42  GB,275,4161,7,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),TSTPSMSS1APP02.prism.capita.co.uk,
TSTPSMTFBAPP01,Powered On,Normal,31.8  GB,31.75  GB,183,1119,35,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),tstPSMTFBAPP01.prism.capita.co.uk,
UATBCKACCAPP01,Powered On,Normal,148.13  GB,51.51  GB,31,8262,3,cfsbckitiesx08.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKACCAPP01.adcfs.capita.co.uk,
UATBCKACTAPP01,Powered On,Normal,42.22  GB,42.02  GB,46,2100,8,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKACTAPP01.adcfs.capita.co.uk,
UATBCKBICSQL01,Powered On,Normal,72.13  GB,60.78  GB,161,2080,15,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKBICSQL01.adcfs.capita.co.uk,
UATBCKBICWEB01,Powered On,Normal,47.12  GB,32.03  GB,69,2080,16,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKBICWEB01,
UATBCKCALAPP01,Powered On,Alert,32.11  GB,31.14  GB,2300,2048,27,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),uatbckcalapp01.adcfs.capita.co.uk,
UATBCKCALWEB01,Powered On,Normal,32.11  GB,14.79  GB,23,2078,4,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),uatbckcalweb01,
UATBCKCAMAPP01,Powered On,Normal,42.16  GB,25.49  GB,46,2085,17,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKCAMAPP01.adcfs.capita.co.uk,
UATBCKCCHAPP01,Powered On,Normal,229.93  GB,101.47  GB,207,4163,10,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKCCHAPP01.adcfs.capita.co.uk,
uatbckcowapp01,Powered On,Normal,31.11  GB,22.15  GB,23,1041,11,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),uatbckcowapp01,
uatbckcowapp02,Powered On,Normal,31.11  GB,25.42  GB,69,1044,11,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),uatbckcowapp02.adcfs.capita.co.uk,
uatbckcowapp03,Powered On,Normal,33.11  GB,20.87  GB,69,3088,3,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),uatbckcowapp03,
uatbckcowapp04,Powered On,Normal,33.11  GB,16.53  GB,46,3096,6,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),uatbckcowapp04.adcfs.capita.co.uk,
uatbckcrwweb02,Powered On,Normal,31.11  GB,18.18  GB,46,1051,10,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),uatbckcrwweb02.adcfs.capita.co.uk,
UATBCKCTXAPP01,Powered On,Normal,64.3  GB,29.29  GB,230,4013,1,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2003 (32-bit),UATBCKCTXAPP01.adcfs.capita.co.uk,
UATBCKCTXAPP02,Powered On,Alert,64.8  GB,29.01  GB,207,3846,3,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 (32-bit),UATBCKCTXAPP02.adcfs.capita.co.uk,
UATBCKCTXREF01,Powered On,Normal,30.8  GB,14.45  GB,23,2147,2,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),UATbckctxref01.adcfs.capita.co.uk,
uatbckdimapp02,Powered On,Normal,96.22  GB,82.66  GB,92,6218,10,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),uatbckdimapp02.adcfs.capita.co.uk,
UATBCKDIMAPP03,Powered On,Normal,94.13  GB,76  GB,368,4134,28,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKDIMAPP03.adcfs.capita.co.uk,
uatbckdimora02,Powered On,Normal,548.22  GB,545.73  GB,135,8277,9,cfsbckoraesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKDIMORA02.adcfs.capita.co.uk,
UATBCKDIMWEB01,Powered On,Normal,62.12  GB,62.04  GB,69,2079,12,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),uatbckdimweb01,
UATBCKEXTFTP02,Powered On,Normal,124.22  GB,56.76  GB,184,4162,14,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKEXTFTP02,
uatbckfatapp01,Powered On,Normal,56.11  GB,36.2  GB,69,6193,4,cfsbcksglesx01.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),uatbckfatapp01.signal.ad.capita.co.uk,
UATBCKGANSQL01,Powered On,Normal,142.11  GB,116.89  GB,92,2068,11,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),uatbckgansql01.adcfs.capita.co.uk,
UATBCKGDMAPP01,Powered On,Normal,32.61  GB,18.43  GB,46,2578,7,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),UATBCKGDMAPP01.adcfs.capita.co.uk,
UATBCKHBLAPP02,Powered On,Normal,184.22  GB,130.19  GB,138,4159,5,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKHBLAPP02.adcfs.capita.co.uk,
UATBCKIPOSOP01,Powered On,Normal,34.16  GB,19.49  GB,23,4124,2,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),UATBCKIPOSOP01,
UATBCKIPOSQL01,Powered On,Normal,84.22  GB,48.77  GB,46,4139,6,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),UATBCKIPOSQL01.adcfs.capita.co.uk,
UATBCKIPOWEB01,Powered On,Normal,34.16  GB,32.72  GB,46,4132,3,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),UATBCKIPOWEB01,
UATBCKIPOWEB02,Powered On,Normal,34.22  GB,31.37  GB,46,4134,4,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),UATBCKIPOWEB02,
UATBCKITDAPP01,Powered On,Normal,56.11  GB,28.79  GB,46,6195,0,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),UATBCKITDAPP01,
UATBCKITDAPP02,Powered On,Normal,46.13  GB,35.41  GB,345,6195,6,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKITDAPP02.adcfs.capita.co.uk,
UATBCKITISMR01,Powered On,Normal,84.12  GB,43.32  GB,69,4137,9,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKITISMR01.adcfs.capita.co.uk,
UATBCKKIDWEB01,Powered On,Normal,52.12  GB,42.95  GB,184,2080,12,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKKIDWEB01,
UATBCKLPRAPP01,Powered On,Normal,84.22  GB,33.44  GB,69,4159,4,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKLPRAPP01.adcfs.capita.co.uk,
UATBCKLPRORA01,Powered On,Normal,109.12  GB,89.9  GB,90,4139,11,cfsbckoraesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKLPRORA01.adcfs.capita.co.uk,
UATBCKLTRSQL01,Powered On,Normal,54.8  GB,44.91  GB,483,4172,18,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),UATBCKLTRSQL01.adcfs.capita.co.uk,
UATBCKMYBCTX01,Powered On,Normal,62.8  GB,45.33  GB,92,2145,7,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),UATBCKMYBCTX01.adcfs.capita.co.uk,MYOB - UAT Citrix Server - Sam Bowler
UATBCKPSMNOV02,Powered On,Normal,215.09  GB,156.95  GB,45,2321,2,cfsbckpsmesx01.adcfs.capita.co.uk,Novell NetWare 6.x,,
uatbcksagapp01,Powered On,Normal,81.8  GB,71.66  GB,46,1115,16,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),uatbcksagapp01.adcfs.capita.co.uk,"SageCRM - UAT App Server - Tony Howard
Sector
CFG"
UATBCKSAGAPP02,Powered On,Normal,82.8  GB,37.55  GB,46,2135,7,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),UATBCKSAGAPP02.adcfs.capita.co.uk,
UATBCKSAGWEB01,Powered On,Normal,46.8  GB,20.4  GB,69,1118,10,cfsbckitiesx04.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),UATBCKSAGWEB01.adcfs.capita.co.uk,"SageCRM - UAT Web SelfService Portal Web Server - Tony Howard
Sector"
UATBCKSEPAPP01,Powered On,Normal,42.16  GB,25.68  GB,46,2041,10,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKSEPAPP01.adcfs.capita.co.uk,
uatbcksigsps01,Powered On,Normal,216.21  GB,143  GB,713,16484,7,cfsbcksglesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKSIGSPS01.signal.ad.capita.co.uk,
uatbcksigsps02,Powered On,Normal,296.13  GB,126.12  GB,391,16483,4,cfsbcksglesx03.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKSIGSPS02.signal.ad.capita.co.uk,
uatbcksigsql01,Powered On,Normal,1.01  TB,1.01  TB,1104,24680,2,cfsbcksglesx02.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),uatbcksigsql01.signal.ad.capita.co.uk,
uatbcksigsql02,Powered On,Normal,1.01  TB,885.22  GB,1380,24704,9,cfsbcksglesx03.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),uatbcksigsql02.signal.ad.capita.co.uk,
UATBCKSIGSQL03,Powered On,Normal,219.11  GB,92.63  GB,552,24215,1,cfsbcksglesx01.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),UATBCKSIGSQL03.signal.ad.capita.co.uk,
UATBCKSIGSQL04,Powered On,Normal,219.11  GB,92.5  GB,529,24695,1,cfsbcksglesx03.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),UATBCKSIGSQL04.signal.ad.capita.co.uk,
uatbcksigstg01,Powered On,Normal,167.22  GB,32.77  GB,69,2104,7,cfsbcksglesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKSIGSTG01.signal.ad.capita.co.uk,
uatbcksigweb01,Powered On,Normal,192.13  GB,122.76  GB,253,12372,3,cfsbcksglesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKSIGWEB01.signal.ad.capita.co.uk,
uatbcksigweb02,Powered On,Normal,192.14  GB,122.46  GB,299,12370,4,cfsbcksglesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKSIGWEB02.signal.ad.capita.co.uk,
UATBCKSPEAPP01,Powered On,Normal,31.13  GB,16.2  GB,46,1049,8,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),uatbckspeapp01.adcfs.capita.co.uk,
UATBCKSQLIFT01,Powered On,Normal,199.16  GB,123.76  GB,230,3119,3,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),UATBCKSQLIFT01.adcfs.capita.co.uk,
UATBCKSTRIFT01,Powered On,Normal,34.11  GB,33.34  GB,115,3111,6,cfsbckitiesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),uatbckstrift01.adcfs.capita.co.uk,
UATBCKSTRIFT02,Powered On,Normal,64.11  GB,31.28  GB,46,4111,4,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),uatbckstrift02.adcfs.capita.co.uk,
UATBCKVSVAPP01,Powered On,Normal,82.22  GB,30.04  GB,46,2092,10,cfsbckitiesx07.adcfs.capita.co.uk,Microsoft Windows Server 2008 R2 (64-bit),UATBCKVSVAPP01.adcfs.capita.co.uk,
UATBCKXCPAPP01,Powered On,Normal,34.11  GB,30  GB,253,4082,4,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),UATBCKXCPAPP01.adcfs.capita.co.uk,
UATBCKXCPAPP03,Powered On,Normal,104.11  GB,104.11  GB,345,4134,11,cfsbckitiesx05.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),UATBCKXCPAPP03.adcfs.capita.co.uk,
UATBCKXCPSQL03,Powered On,Normal,354.11  GB,354.11  GB,437,4134,17,cfsbckitiesx01.adcfs.capita.co.uk,Microsoft Windows Server 2012 (64-bit),UATBCKXCPSQL03.adcfs.capita.co.uk,
UATBECKSQL01,Powered On,Normal,426.15  GB,399.2  GB,1472,4125,71,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 (32-bit),UATBECKSQL01.adcfs.capita.co.uk,IT Infrastructure - UAT SQL Database Server - Nick Harman
UATLDSBZTAPP01,Powered On,Normal,63.18  GB,17.12  GB,46,3119,3,cfsbckitiesx06.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),UATLDSBZTAPP01.adcfs.capita.co.uk,
UATLDSDLPAPP01,Powered On,Alert,331.11  GB,331.11  GB,48,836,5,cfsldsesxapp03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),UATLDSDLPAPP01.adcfs.capita.co.uk,Dolphin UAT Application Server
UATLDSDLPSPP01,Powered On,Normal,30.61  GB,30.61  GB,48,392,25,cfsldsesxapp02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),UATLDSDLPSPP01.adcfs.capita.co.uk,Dolphin UAT Application Server
UATPSMCFCAPP01,Powered On,Normal,54.03  GB,20.83  GB,229,4034,6,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),UATPSMCFCAPP01.adcfs.capita.co.uk,
UATPSMCFCAPP02,Powered On,Normal,54.03  GB,15.37  GB,597,3086,5,cfsbckpsmesx03.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),UATPSMCFCAPP02.adcfs.capita.co.uk,
UATPSMCFCSQL01,Powered On,Normal,194.8  GB,144.37  GB,45,3989,3,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (64-bit),UATPSMCFCSQL01.prism.capita.co.uk,
UATPSMCFCWEB01,Powered On,Normal,44.26  GB,12.88  GB,22,3653,0,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),UATPSMCFCWEB01.adcfs.capita.co.uk,Prism Cashfac UAT
UATPSMCRFAPP01,Powered On,Normal,70.63  GB,24.84  GB,137,2149,5,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),uatpsmcrfapp01.prism.capita.co.uk,
UATPSMGSPSOP01,Powered On,Normal,31.22  GB,14.07  GB,22,1079,10,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),UATPSMGSPSOP01.GSPPRI.Capita.co.uk,
UATPSMGSPSQL01,Powered On,Normal,92.22  GB,62.43  GB,45,2108,3,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),UATPSMGSPSQL01.GSPPRI.Capita.co.uk,
UATPSMGSPWEB01,Powered On,Normal,31.22  GB,15.89  GB,22,1078,5,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),uatpsmgspweb01.GSPPRI.Capita.co.uk,
UITBCKPSMREU01,Powered On,Normal,44.8  GB,44.47  GB,45,4205,6,cfsbckpsmesx01.adcfs.capita.co.uk,Microsoft Windows Server 2008 (64-bit),UITBCKPSMREU01.prism.capita.co.uk,
UITPSMSHSAPP01,Powered On,Normal,64.8  GB,54.79  GB,183,4212,19,cfsbckpsmesx02.adcfs.capita.co.uk,Microsoft Windows Server 2008 (64-bit),UITPSMSHSAPP01.prism.capita.co.uk,
Webtest,Powered On,Normal,44.81  GB,24.44  GB,69,4194,2,cfsbckitiesx02.adcfs.capita.co.uk,Microsoft Windows Server 2003 Standard (32-bit),webtest.adcfs.capita.co.uk,
